CampaignID,Accepted,Rejected,TotalLeads,IORate,Scrub,IOMaxScrub,Payout,Revenue,RevPerPost,Profit
18590,77,0,77,$8.00 ,0.00%,0.00%,$110.00 ,$616.00 ,$8.00 ,$506.00 
21709,876,321,"1,197",$0.60 ,0.00%,10.00%,$0.00 ,$614.40 ,$0.51 ,$614.40 
22304,34,0,34,$18.00 ,0.00%,0.00%,$0.00 ,$612.00 ,$18.00 ,$612.00 
14178,"3,000",777,"3,777",$0.20 ,0.00%,0.00%,$7.00 ,$600.00 ,$0.16 ,$593.00 
19747,150,0,150,$4.00 ,0.00%,0.00%,$151.80 ,$600.00 ,$4.00 ,$448.20 
21775,149,0,149,$4.00 ,0.00%,0.00%,$211.40 ,$596.00 ,$4.00 ,$384.60 
18460,74,0,74,$8.00 ,0.00%,0.00%,$108.80 ,$592.00 ,$8.00 ,$483.20 
21363,118,0,118,$5.00 ,0.00%,0.00%,$23.50 ,$590.00 ,$5.00 ,$566.50 
14120,"3,119","1,365","4,484",$0.30 ,40.00%,15.00%,$0.00 ,$561.42 ,$0.13 ,$561.42 
22261,62,0,62,$10.00 ,10.00%,0.00%,$261.50 ,$558.00 ,$9.00 ,$296.50 
14199,90,0,90,$6.02 ,0.00%,0.00%,$191.24 ,$541.80 ,$6.02 ,$350.56 
22299,88,0,88,$6.00 ,0.00%,0.00%,$141.30 ,$528.00 ,$6.00 ,$386.70 
22300,148,0,148,$3.50 ,0.00%,0.00%,$183.60 ,$518.00 ,$3.50 ,$334.40 
16151,"1,500","1,144","2,644",$0.38 ,22.00%,10.00%,$570.00 ,$510.00 ,$0.19 ,($60.00)
18393,33,0,33,$12.50 ,-20.00%,0.00%,$171.00 ,$495.00 ,$15.00 ,$324.00 
22096,38,0,38,$13.00 ,0.00%,0.00%,$89.70 ,$494.00 ,$13.00 ,$404.30 
22214,14,0,14,$35.00 ,0.00%,0.00%,$0.00 ,$490.00 ,$35.00 ,$490.00 
22146,16,0,16,$30.00 ,0.00%,0.00%,$0.00 ,$480.00 ,$30.00 ,$480.00 
22237,53,0,53,$9.00 ,0.00%,0.00%,$333.90 ,$477.00 ,$9.00 ,$143.10 
22270,17,0,17,$28.00 ,0.00%,0.00%,$0.00 ,$476.00 ,$28.00 ,$476.00 
21749,656,"1,418","2,074",$0.70 ,0.00%,10.00%,$321.44 ,$459.20 ,$0.22 ,$137.76 
6909,"1,249",752,"2,001",$0.69 ,10.00%,0.00%,$0.00 ,$449.64 ,$0.22 ,$449.64 
21967,2,0,2,$740.00 ,70.00%,0.00%,$297.48 ,$444.00 ,$222.00 ,$146.52 
21714,17,0,17,$26.00 ,0.00%,0.00%,$0.00 ,$442.00 ,$26.00 ,$442.00 
18938,98,0,98,$4.50 ,0.00%,0.00%,$213.65 ,$441.00 ,$4.50 ,$227.35 
19787,218,0,218,$2.00 ,0.00%,0.00%,$0.00 ,$436.00 ,$2.00 ,$436.00 
18409,31,0,31,$14.00 ,0.00%,0.00%,$255.50 ,$434.00 ,$14.00 ,$178.50 
21445,64,0,64,$6.75 ,0.00%,0.00%,$134.33 ,$432.00 ,$6.75 ,$297.67 
19000,48,0,48,$9.00 ,0.00%,0.00%,$324.00 ,$432.00 ,$9.00 ,$108.00 
18753,29,0,29,$14.75 ,0.00%,0.00%,$299.57 ,$427.75 ,$14.75 ,$128.18 
14557,568,325,893,$0.65 ,25.00%,15.00%,$0.00 ,$426.00 ,$0.48 ,$426.00 
22212,12,0,12,$35.00 ,0.00%,0.00%,$0.00 ,$420.00 ,$35.00 ,$420.00 
21755,269,0,269,$1.50 ,0.00%,0.00%,$0.00 ,$403.50 ,$1.50 ,$403.50 
21319,80,0,80,$5.00 ,0.00%,0.00%,$151.00 ,$400.00 ,$5.00 ,$249.00 
21080,84,0,84,$5.00 ,5.00%,0.00%,$208.00 ,$399.00 ,$4.75 ,$191.00 
21602,12,0,12,$33.00 ,0.00%,0.00%,$0.00 ,$396.00 ,$33.00 ,$396.00 
22166,131,0,131,$20.00 ,85.00%,0.00%,$373.65 ,$393.00 ,$3.00 ,$19.35 
21802,13,0,13,$30.00 ,0.00%,0.00%,$0.00 ,$390.00 ,$30.00 ,$390.00 
18589,21,0,21,$18.50 ,0.00%,0.00%,$18.50 ,$388.50 ,$18.50 ,$370.00 
22287,43,0,43,$9.00 ,0.00%,0.00%,$193.05 ,$387.00 ,$9.00 ,$193.95 
21724,120,0,120,$2.30 ,-40.00%,0.00%,$270.00 ,$386.40 ,$3.22 ,$116.40 
21621,511,713,"1,224",$0.75 ,0.00%,10.00%,$0.00 ,$383.25 ,$0.31 ,$383.25 
19156,14,0,14,$27.00 ,-0.49%,0.00%,$289.89 ,$379.82 ,$27.13 ,$89.93 
9425,186,0,186,$2.60 ,22.00%,0.00%,$17.65 ,$377.58 ,$2.03 ,$359.93 
21017,47,0,47,$8.00 ,0.00%,0.00%,$263.20 ,$376.00 ,$8.00 ,$112.80 
18685,44,0,44,$8.50 ,0.00%,0.00%,$261.80 ,$374.00 ,$8.50 ,$112.20 
18686,62,0,62,$6.00 ,0.00%,0.00%,$269.40 ,$372.00 ,$6.00 ,$102.60 
21015,49,0,49,$7.50 ,0.00%,0.00%,$257.25 ,$367.50 ,$7.50 ,$110.25 
19811,86,0,86,$4.25 ,0.00%,0.00%,$267.71 ,$365.50 ,$4.25 ,$97.79 
22227,9,0,9,$40.00 ,0.00%,0.00%,$0.00 ,$360.00 ,$40.00 ,$360.00 
14198,60,0,60,$5.80 ,0.00%,0.00%,$125.57 ,$348.00 ,$5.80 ,$222.43 
21725,93,0,93,$2.60 ,-44.00%,0.00%,$243.52 ,$347.82 ,$3.74 ,$104.30 
21756,222,0,222,$1.50 ,0.00%,0.00%,$0.00 ,$333.00 ,$1.50 ,$333.00 
19789,135,0,135,$2.45 ,0.00%,0.00%,$65.12 ,$330.75 ,$2.45 ,$265.63 
20607,"1,832","1,465","3,297",$0.18 ,0.00%,10.00%,$0.00 ,$329.76 ,$0.10 ,$329.76 
13397,"1,529","1,456","2,985",$0.28 ,25.00%,10.00%,$0.00 ,$321.09 ,$0.11 ,$321.09 
21223,97,0,97,$3.30 ,0.00%,0.00%,$244.86 ,$320.10 ,$3.30 ,$75.24 
19449,91,0,91,$3.50 ,0.00%,0.00%,$100.65 ,$318.50 ,$3.50 ,$217.85 
21016,52,0,52,$6.00 ,0.00%,0.00%,$218.40 ,$312.00 ,$6.00 ,$93.60 
22211,52,0,52,$6.00 ,0.00%,0.00%,$82.80 ,$312.00 ,$6.00 ,$229.20 
17240,24,0,24,$13.00 ,0.00%,0.00%,$194.35 ,$312.00 ,$13.00 ,$117.65 
3191,"1,682",243,"1,925",$0.25 ,30.00%,0.00%,$0.00 ,$302.76 ,$0.16 ,$302.76 
20673,80,0,80,$3.75 ,0.00%,0.00%,$138.59 ,$300.00 ,$3.75 ,$161.41 
21803,10,0,10,$30.00 ,0.00%,0.00%,$0.00 ,$300.00 ,$30.00 ,$300.00 
18967,84,0,84,$3.50 ,0.00%,0.00%,$217.35 ,$294.00 ,$3.50 ,$76.65 
19876,35,0,35,$8.30 ,0.00%,0.00%,$33.20 ,$290.50 ,$8.30 ,$257.30 
21040,36,0,36,$8.00 ,0.00%,0.00%,$142.40 ,$288.00 ,$8.00 ,$145.60 
17115,24,0,24,$12.00 ,0.00%,0.00%,$201.60 ,$288.00 ,$12.00 ,$86.40 
22294,36,0,36,$6.00 ,-33.00%,0.00%,$201.24 ,$287.28 ,$7.98 ,$86.04 
14486,"9,500","2,774","12,274",$0.04 ,0.00%,10.00%,$0.00 ,$285.00 ,$0.02 ,$285.00 
19048,47,0,47,$6.00 ,0.00%,0.00%,$72.00 ,$282.00 ,$6.00 ,$210.00 
21720,9,0,9,$31.00 ,0.00%,0.00%,$0.00 ,$279.00 ,$31.00 ,$279.00 
21014,42,0,42,$6.50 ,0.00%,0.00%,$193.05 ,$273.00 ,$6.50 ,$79.95 
22190,68,0,68,$4.00 ,0.00%,0.00%,$58.60 ,$272.00 ,$4.00 ,$213.40 
17217,12,0,12,$22.05 ,-2.30%,0.00%,$189.48 ,$270.72 ,$22.56 ,$81.24 
18324,74,0,74,$3.50 ,-4.30%,0.00%,$189.44 ,$270.10 ,$3.65 ,$80.66 
20755,50,0,50,$6.00 ,10.00%,0.00%,$186.72 ,$270.00 ,$5.40 ,$83.28 
16371,715,952,"1,667",$0.60 ,22.00%,0.00%,$0.00 ,$267.05 ,$0.16 ,$267.05 
18317,34,0,34,$8.00 ,2.00%,0.00%,$0.00 ,$266.56 ,$7.84 ,$266.56 
22200,17,0,17,$15.00 ,0.00%,0.00%,$135.75 ,$255.00 ,$15.00 ,$119.25 
21610,31,0,31,$8.00 ,0.00%,0.00%,$248.00 ,$248.00 ,$8.00 ,$0.00 
20710,27,0,27,$9.00 ,0.00%,0.00%,$170.10 ,$243.00 ,$9.00 ,$72.90 
18153,53,0,53,$4.55 ,0.00%,0.00%,$186.75 ,$241.15 ,$4.55 ,$54.40 
21408,41,0,41,$5.50 ,0.00%,0.00%,$164.45 ,$225.50 ,$5.50 ,$61.05 
13894,15,0,15,$15.00 ,0.50%,0.00%,$98.89 ,$223.95 ,$14.93 ,$125.06 
21727,67,0,67,$2.30 ,-45.00%,0.00%,$156.78 ,$223.78 ,$3.34 ,$67.00 
17157,"2,444","2,004","4,448",$0.09 ,5.00%,10.00%,$219.96 ,$219.96 ,$0.05 ,$0.00 
19654,144,0,144,$1.50 ,0.00%,0.00%,$66.93 ,$216.00 ,$1.50 ,$149.07 
18752,20,0,20,$10.75 ,0.00%,0.00%,$150.60 ,$215.00 ,$10.75 ,$64.40 
20070,41,0,41,$5.20 ,0.00%,0.00%,$72.54 ,$213.20 ,$5.20 ,$140.66 
19806,142,0,142,$1.50 ,0.00%,0.00%,$118.65 ,$213.00 ,$1.50 ,$94.35 
16745,51,0,51,$4.25 ,3.00%,0.00%,$170.17 ,$210.12 ,$4.12 ,$39.95 
22203,70,0,70,$3.00 ,0.00%,0.00%,$70.95 ,$210.00 ,$3.00 ,$139.05 
22222,7,0,7,$30.00 ,0.00%,0.00%,$0.00 ,$210.00 ,$30.00 ,$210.00 
14234,352,347,699,$0.45 ,2.00%,10.00%,$0.00 ,$201.09 ,$0.29 ,$201.09 
21331,73,0,73,$2.75 ,0.00%,0.00%,$115.08 ,$200.75 ,$2.75 ,$85.67 
19413,49,0,49,$4.00 ,0.00%,0.00%,$59.40 ,$196.00 ,$4.00 ,$136.60 
16837,27,0,27,$7.25 ,0.00%,0.00%,$43.50 ,$195.75 ,$7.25 ,$152.25 
19637,23,0,23,$8.50 ,0.00%,0.00%,$49.73 ,$195.50 ,$8.50 ,$145.77 
22111,430,645,"1,075",$0.45 ,0.00%,10.00%,$0.00 ,$193.50 ,$0.18 ,$193.50 
21591,29,0,29,$6.50 ,0.00%,0.00%,$137.80 ,$188.50 ,$6.50 ,$50.70 
19669,8,0,8,$24.00 ,2.00%,0.00%,$143.46 ,$188.16 ,$23.52 ,$44.70 
18624,22,0,22,$8.50 ,0.00%,0.00%,$34.02 ,$187.00 ,$8.50 ,$152.98 
21222,103,0,103,$1.75 ,0.00%,0.00%,$109.96 ,$180.25 ,$1.75 ,$70.29 
22138,40,0,40,$4.50 ,0.00%,0.00%,$40.50 ,$180.00 ,$4.50 ,$139.50 
21010,20,0,20,$9.00 ,0.00%,0.00%,$130.50 ,$180.00 ,$9.00 ,$49.50 
18901,12,0,12,$15.00 ,0.50%,0.00%,$119.87 ,$179.16 ,$14.93 ,$59.29 
21277,178,0,178,$1.00 ,0.00%,0.00%,$0.00 ,$178.00 ,$1.00 ,$178.00 
22236,22,0,22,$8.00 ,0.00%,0.00%,$99.20 ,$176.00 ,$8.00 ,$76.80 
22241,19,0,19,$9.00 ,0.00%,0.00%,$119.70 ,$171.00 ,$9.00 ,$51.30 
21396,13,0,13,$13.00 ,0.00%,0.00%,$113.10 ,$169.00 ,$13.00 ,$55.90 
22215,56,0,56,$3.00 ,0.00%,0.00%,$117.60 ,$168.00 ,$3.00 ,$50.40 
19439,21,0,21,$8.00 ,0.00%,0.00%,$117.60 ,$168.00 ,$8.00 ,$50.40 
20671,41,0,41,$4.00 ,0.00%,0.00%,$79.80 ,$164.00 ,$4.00 ,$84.20 
22108,27,0,27,$6.00 ,0.00%,0.00%,$111.90 ,$162.00 ,$6.00 ,$50.10 
17873,9,0,9,$19.00 ,6.00%,0.00%,$38.00 ,$160.74 ,$17.86 ,$122.74 
18085,54,0,54,$2.95 ,0.00%,0.00%,$119.70 ,$159.30 ,$2.95 ,$39.60 
21992,24,0,24,$6.50 ,0.00%,0.00%,$17.56 ,$156.00 ,$6.50 ,$138.44 
20191,59,0,59,$2.63 ,0.00%,0.00%,$20.51 ,$155.17 ,$2.63 ,$134.66 
20709,22,0,22,$7.00 ,0.00%,0.00%,$107.80 ,$154.00 ,$7.00 ,$46.20 
15121,"7,606","3,610","11,216",$0.02 ,0.00%,0.00%,$0.00 ,$152.12 ,$0.01 ,$152.12 
21225,49,0,49,$3.10 ,0.00%,0.00%,$106.33 ,$151.90 ,$3.10 ,$45.57 
18910,590,289,879,$0.45 ,0.00%,20.00%,$0.00 ,$147.50 ,$0.17 ,$147.50 
11541,545,274,819,$0.30 ,30.00%,20.00%,$0.00 ,$147.43 ,$0.18 ,$147.43 
17718,6,0,6,$35.00 ,30.00%,0.00%,$102.90 ,$147.00 ,$24.50 ,$44.10 
20515,"1,465","1,941","3,406",$0.13 ,20.00%,20.00%,$190.45 ,$146.50 ,$0.04 ,($43.95)
22293,85,0,85,$1.70 ,0.00%,0.00%,$55.21 ,$144.50 ,$1.70 ,$89.29 
19537,34,0,34,$4.25 ,0.00%,0.00%,$114.02 ,$144.50 ,$4.25 ,$30.48 
22199,18,0,18,$8.00 ,0.00%,0.00%,$100.80 ,$144.00 ,$8.00 ,$43.20 
22231,14,0,14,$10.00 ,0.00%,0.00%,$46.00 ,$140.00 ,$10.00 ,$94.00 
21681,7,0,7,$20.00 ,0.00%,0.00%,$0.00 ,$140.00 ,$20.00 ,$140.00 
20712,230,76,306,$0.60 ,0.00%,10.00%,$0.00 ,$138.00 ,$0.45 ,$138.00 
7853,332,280,612,$0.48 ,10.00%,20.00%,$0.00 ,$136.12 ,$0.22 ,$136.12 
16191,15,0,15,$9.00 ,0.00%,0.00%,$57.60 ,$135.00 ,$9.00 ,$77.40 
16560,9,0,9,$10.00 ,-50.00%,0.00%,$94.50 ,$135.00 ,$15.00 ,$40.50 
18156,77,0,77,$1.75 ,0.00%,0.00%,$67.50 ,$134.75 ,$1.75 ,$67.25 
15085,88,0,88,$1.50 ,0.00%,0.00%,$111.00 ,$132.00 ,$1.50 ,$21.00 
17881,26,0,26,$5.00 ,0.00%,0.00%,$42.50 ,$130.00 ,$5.00 ,$87.50 
19746,20,0,20,$6.50 ,0.00%,0.00%,$55.25 ,$130.00 ,$6.50 ,$74.75 
7806,643,460,"1,103",$0.20 ,15.00%,0.00%,$0.00 ,$128.60 ,$0.12 ,$128.60 
21600,4,0,4,$32.00 ,0.00%,0.00%,$0.00 ,$128.00 ,$32.00 ,$128.00 
22151,5,0,5,$25.00 ,0.00%,0.00%,$0.00 ,$125.00 ,$25.00 ,$125.00 
18999,13,0,13,$9.00 ,-4.00%,0.00%,$92.50 ,$121.68 ,$9.36 ,$29.18 
21384,81,0,81,$1.50 ,0.00%,0.00%,$58.54 ,$121.50 ,$1.50 ,$62.96 
21061,69,0,69,$1.75 ,0.00%,0.00%,$61.27 ,$120.75 ,$1.75 ,$59.48 
18806,20,0,20,$6.00 ,0.00%,0.00%,$36.00 ,$120.00 ,$6.00 ,$84.00 
20824,12,0,12,$10.00 ,0.00%,0.00%,$110.00 ,$120.00 ,$10.00 ,$10.00 
19846,10,0,10,$12.00 ,0.00%,0.00%,$120.00 ,$120.00 ,$12.00 ,$0.00 
21683,6,0,6,$20.00 ,0.00%,0.00%,$0.00 ,$120.00 ,$20.00 ,$120.00 
21350,25,0,25,$5.00 ,5.00%,0.00%,$98.28 ,$118.75 ,$4.75 ,$20.47 
22192,59,0,59,$2.00 ,0.00%,0.00%,$43.50 ,$118.00 ,$2.00 ,$74.50 
20995,168,388,556,$0.70 ,0.00%,10.00%,$0.00 ,$117.60 ,$0.21 ,$117.60 
22103,20,0,20,$5.75 ,0.00%,0.00%,$80.60 ,$115.00 ,$5.75 ,$34.40 
18516,9,0,9,$12.00 ,-3.00%,0.00%,$22.87 ,$111.24 ,$12.36 ,$88.37 
20509,11,0,11,$10.00 ,-0.50%,0.00%,$77.44 ,$110.55 ,$10.05 ,$33.11 
20907,87,0,87,$1.25 ,0.00%,0.00%,$0.00 ,$108.75 ,$1.25 ,$108.75 
11626,"3,617",7,"3,624",$0.03 ,0.00%,0.00%,$72.34 ,$108.51 ,$0.03 ,$36.17 
19728,39,0,39,$2.75 ,0.00%,0.00%,$45.09 ,$107.25 ,$2.75 ,$62.16 
21787,71,0,71,$1.50 ,0.00%,0.00%,$0.00 ,$106.50 ,$1.50 ,$106.50 
18722,121,0,121,$0.90 ,3.50%,0.00%,$3.70 ,$105.27 ,$0.87 ,$101.57 
16918,32,0,32,$3.25 ,0.00%,0.00%,$27.31 ,$104.00 ,$3.25 ,$76.69 
21302,27,0,27,$2.85 ,-35.00%,0.00%,$31.59 ,$103.95 ,$3.85 ,$72.36 
21134,17,0,17,$6.00 ,0.00%,0.00%,$71.40 ,$102.00 ,$6.00 ,$30.60 
22269,29,0,29,$3.50 ,0.00%,0.00%,$49.53 ,$101.50 ,$3.50 ,$51.97 
22167,235,371,606,$0.48 ,10.00%,10.00%,$0.00 ,$101.05 ,$0.17 ,$101.05 
21321,40,0,40,$2.50 ,0.00%,0.00%,$26.39 ,$100.00 ,$2.50 ,$73.61 
21124,25,0,25,$4.00 ,0.00%,0.00%,$70.00 ,$100.00 ,$4.00 ,$30.00 
20588,8,0,8,$12.50 ,0.00%,0.00%,$100.00 ,$100.00 ,$12.50 ,$0.00 
21780,5,0,5,$20.00 ,0.00%,0.00%,$0.00 ,$100.00 ,$20.00 ,$100.00 
22229,33,0,33,$3.00 ,0.00%,0.00%,$74.70 ,$99.00 ,$3.00 ,$24.30 
20470,18,0,18,$5.50 ,0.00%,0.00%,$5.50 ,$99.00 ,$5.50 ,$93.50 
21606,13,0,13,$7.50 ,0.00%,0.00%,$68.25 ,$97.50 ,$7.50 ,$29.25 
18512,782,0,782,$0.25 ,52.00%,10.00%,$0.00 ,$93.84 ,$0.12 ,$93.84 
21442,17,0,17,$5.50 ,0.00%,0.00%,$61.91 ,$93.50 ,$5.50 ,$31.59 
21995,31,0,31,$3.00 ,0.00%,0.00%,$57.60 ,$93.00 ,$3.00 ,$35.40 
16007,150,166,316,$0.94 ,35.00%,0.00%,$141.00 ,$91.50 ,$0.29 ,($49.50)
21843,61,0,61,$1.50 ,0.00%,0.00%,$0.00 ,$91.50 ,$1.50 ,$91.50 
20539,300,216,516,$0.50 ,40.00%,10.00%,$150.00 ,$90.00 ,$0.17 ,($60.00)
18706,18,0,18,$5.00 ,0.00%,0.00%,$9.50 ,$90.00 ,$5.00 ,$80.50 
18422,5,0,5,$10.00 ,-80.00%,0.00%,$63.00 ,$90.00 ,$18.00 ,$27.00 
16690,316,423,739,$0.30 ,25.00%,15.00%,$15.90 ,$89.84 ,$0.12 ,$73.94 
21137,424,343,767,$0.30 ,10.00%,10.00%,$1.50 ,$89.04 ,$0.12 ,$87.54 
20008,59,0,59,$1.50 ,0.00%,0.00%,$30.15 ,$88.50 ,$1.50 ,$58.35 
22107,11,0,11,$8.00 ,0.00%,0.00%,$59.20 ,$88.00 ,$8.00 ,$28.80 
19659,3,0,3,$35.00 ,18.00%,0.00%,$56.53 ,$86.10 ,$28.70 ,$29.57 
22291,38,0,38,$2.25 ,0.00%,0.00%,$25.68 ,$85.50 ,$2.25 ,$59.82 
19498,17,0,17,$5.00 ,0.00%,0.00%,$10.50 ,$85.00 ,$5.00 ,$74.50 
22216,17,0,17,$5.00 ,0.00%,0.00%,$59.50 ,$85.00 ,$5.00 ,$25.50 
22239,17,0,17,$5.00 ,0.00%,0.00%,$17.50 ,$85.00 ,$5.00 ,$67.50 
16559,5,0,5,$10.00 ,-70.00%,0.00%,$59.50 ,$85.00 ,$17.00 ,$25.50 
20319,22,0,22,$3.75 ,0.00%,0.00%,$22.48 ,$82.50 ,$3.75 ,$60.02 
21991,9,0,9,$9.00 ,0.00%,0.00%,$33.75 ,$81.00 ,$9.00 ,$47.25 
18302,3,0,3,$27.00 ,0.00%,0.00%,$45.90 ,$81.00 ,$27.00 ,$35.10 
15654,8,0,8,$10.00 ,0.00%,0.00%,$60.00 ,$80.00 ,$10.00 ,$20.00 
21271,8,0,8,$10.00 ,0.00%,0.00%,$37.50 ,$80.00 ,$10.00 ,$42.50 
19339,12,0,12,$5.00 ,-34.00%,0.00%,$56.60 ,$79.95 ,$6.66 ,$23.35 
18268,440,240,680,$0.25 ,30.00%,0.00%,$0.00 ,$79.20 ,$0.12 ,$79.20 
18467,13,0,13,$6.00 ,0.00%,0.00%,$0.00 ,$78.00 ,$6.00 ,$78.00 
20063,225,133,358,$0.42 ,18.00%,10.00%,$94.50 ,$76.50 ,$0.21 ,($18.00)
16280,542,413,955,$0.16 ,10.00%,10.00%,$86.72 ,$75.88 ,$0.08 ,($10.84)
21943,50,0,50,$1.50 ,0.00%,0.00%,$54.15 ,$75.00 ,$1.50 ,$20.85 
18273,4,0,4,$20.00 ,9.00%,0.00%,$0.00 ,$72.80 ,$18.20 ,$72.80 
19638,16,0,16,$4.50 ,0.00%,0.00%,$34.67 ,$72.00 ,$4.50 ,$37.33 
18690,12,0,12,$6.00 ,0.00%,0.00%,$52.20 ,$72.00 ,$6.00 ,$19.80 
21747,12,0,12,$6.00 ,0.00%,0.00%,$48.00 ,$72.00 ,$6.00 ,$24.00 
17879,11,0,11,$6.50 ,0.00%,0.00%,$0.00 ,$71.50 ,$6.50 ,$71.50 
